feedback_id,delivery_id,rating,comment,feedback_datetime
F01021046,D2026057470,5,"Driver called ahead, super helpful. ï¿½ï¿½ï¿",19:48.1
F01021047,D2026057478,4,"Reasonable speed, package was fine.",52:33.8
F01021048,D2026057480,5,"Excellent service, package arrived in perfect condition.",06:27.4
F01021049,D2026057481,5,"On time as always, thanks!",24:01.4
F01021050,D2026057486,4,,52:26.4
F01021051,D2026057489,5,"Excellent service, package arrived in perfect condition.",33:28.3
F01021052,D2026057498,5,,35:09.3
F01021053,D2026057499,5,Driver was very friendly and on time. ï¿½ï¿½ï,32:12.2
F01021054,D2026057500,,,09:15.9
F01021055,D2026057504,3,,25:33.7
F01021056,D2026057511,5,Polite and professional driver.,30:00.7
F01021057,D2026057512,4,,25:59.4
F01021058,D2026057513,4,"Driver was okay, would recommend.",54:36.4
F01021059,D2026057519,4,Good service overall.,17:42.5
F01021060,D2026057521,1,"Terrible experience, will not use again.",38:42.4
F01021061,D2026057522,3,,11:27.4
F01021062,D2026057523,,,43:03.6
F01021063,D2026057525,5,Polite and professional driver.,52:10.9
F01021064,D2026057527,5,"Driver called ahead, super helpful.",52:44.3
F01021065,D2026057530,4,No problems with the delivery.,17:18.2
F01021066,D2026057532,4,"Driver was okay, would recommend.",51:02.4
F01021067,D2026057535,4,"Came within the window, all good.",12:00.6
F01021068,D2026057536,5,Polite and professional driver. ï¿½ï¿½ï,52:45.9
F01021069,D2026057537,5,,41:12.7
F01021070,D2026057542,3,Delivery was acceptable.,27:24.6
F01021071,D2026057547,4,No problems with the delivery.,59:37.6
F01021072,D2026057548,5,"Smooth delivery, will use again.",11:52.3
F01021073,D2026057549,4,"Reasonable speed, package was fine.",23:27.8
F01021074,D2026057551,4,"Delivery was on time, no issues.",13:18.0
F01021075,D2026057561,4,"Delivery was on time, no issues.",41:13.0
F01021076,D2026057564,5,,20:11.9
F01021077,D2026057568,5,"Great experience, no complaints.",12:13.1
F01021078,D2026057576,3,Service was just okay.,58:28.0
F01021079,D2026057577,3,,00:23.7
F01021080,D2026057597,5,Driver was very friendly and on time.,26:06.2
F01021081,D2026057600,5,"Smooth delivery, will use again.",46:54.7
F01021082,D2026057603,5,Polite and professional driver.,28:52.3
F01021083,D2026057604,,"On time as always, thanks!",43:07.9
F01021084,D2026057610,5,"Smooth delivery, will use again.",51:01.0
F01021085,D2026057618,4,"Reasonable speed, package was fine.",11:42.4
F01021086,D2026057624,4,,37:29.6
F01021087,D2026057626,5,Polite and professional driver.,21:45.5
F01021088,D2026057627,5,,21:08.5
F01021089,D2026057631,4,,36:26.1
F01021090,D2026057634,4,Good service overall.,41:33.2
F01021091,D2026057639,2,"Delivery was late, no update from the driver.",21:34.7
F01021092,D2026057643,4,,03:07.3
F01021093,D2026057650,5,"Delivered ahead of schedule, very impressed.",09:48.9
F01021094,D2026057651,4,,06:48.8
F01021095,D2026057653,5,"Delivered ahead of schedule, very impressed. ï¿½ï¿½",28:11.4
F01021096,D2026057656,4,,38:48.2
F01021097,D2026057662,,"Driver was extremely unprofessional. Late again, this is becoming a pattern. Why so slow ah?",20:00.2
F01021098,D2026057663,4,"Delivery was on time, no issues.",46:07.5
F01021099,D2026057664,4,"Came within the window, all good.",51:52.8
F01021100,D2026057666,5,"Driver called ahead, super helpful.",41:27.4
F01021101,D2026057672,4,,20:49.1
F01021102,D2026057673,5,Polite and professional driver.,57:02.4
F01021103,D2026057674,5,Polite and professional driver.,38:26.9
F01021104,D2026057675,5,,26:22.6
F01021105,D2026057679,4,"Delivery was on time, no issues.",19:20.5
F01021106,D2026057685,5,"Delivered ahead of schedule, very impressed.",13:39.4
F01021107,D2026057698,5,"Excellent service, package arrived in perfect condition.",55:24.6
F01021108,D2026057707,4,"Driver was okay, would recommend.",17:44.3
F01021109,D2026057709,5,"On time as always, thanks!",12:58.0
F01021110,D2026057710,4,,33:28.5
F01021111,D2026057711,5,"Delivered ahead of schedule, very impressed. Smooth lah, thanks.",41:58.0
F01021112,D2026057715,2,Package looked roughly handled. The driver came hours after the promised time. You can tell the parcel was thrown around.,19:37.8
F01021113,D2026057722,5,"On time as always, thanks!",41:11.1
F01021114,D2026057723,5,"On time as always, thanks! Smooth lah, thanks.",59:51.4
F01021115,D2026057724,5,"Driver called ahead, super helpful.",18:41.7
F01021116,D2026057727,5,Driver was very friendly and on time.,29:12.7
F01021117,D2026057728,5,Driver was very friendly and on time.,03:31.6
F01021118,D2026057732,5,Polite and professional driver.,46:04.7
F01021119,D2026057733,1,Hours late with no communication.,32:01.3
F01021120,D2026057734,5,"Delivered ahead of schedule, very impressed.",19:32.2
F01021121,D2026057737,5,"Smooth delivery, will use again.",46:16.1
F01021122,D2026057738,1,Driver was extremely unprofessional. The driver came hours after the promised time.,53:10.4
F01021123,D2026057739,5,"On time as always, thanks!",21:18.4
F01021124,D2026057740,,Driver was extremely unprofessional. Promised window was completely missed. Driver damn rude lah.,41:29.3
F01021125,D2026057741,4,Good service overall.,05:01.7
F01021126,D2026057744,5,"Delivered ahead of schedule, very impressed.",24:01.0
F01021127,D2026057746,5,"Driver called ahead, super helpful.",56:28.0
F01021128,D2026057753,3,Delivery was acceptable.,19:12.2
F01021129,D2026057756,5,Driver was very friendly and on time.,13:38.1
F01021130,D2026057762,5,"Excellent service, package arrived in perfect condition.",00:35.9
F01021131,D2026057768,3,,45:58.4
F01021132,D2026057772,,Good service overall.,25:17.0
F01021133,D2026057777,5,,46:10.0
F01021134,D2026057780,3,"Nothing special, nothing terrible.",08:27.6
F01021135,D2026057782,4,Good service overall.,17:20.3
F01021136,D2026057786,4,Good service overall.,08:30.2
F01021137,D2026057788,4,"Reasonable speed, package was fine.",36:31.1
F01021138,D2026057790,3,Driver could be more friendly.,47:24.3
F01021139,D2026057793,4,"Reasonable speed, package was fine.",24:31.6
F01021140,D2026057794,5,Polite and professional driver.,00:36.6
F01021141,D2026057795,,,52:30.2
F01021142,D2026057799,4,"Delivery was on time, no issues.",37:15.8
F01021143,D2026057803,5,"Smooth delivery, will use again.",59:06.8
F01021144,D2026057804,,"Delivery was on time, no issues.",33:19.4
F01021145,D2026057805,5,,04:31.8
F01021146,D2026057808,5,,27:46.5
F01021147,D2026057813,5,"Excellent service, package arrived in perfect condition.",22:46.1
F01021148,D2026057815,5,"On time as always, thanks!",06:30.1
F01021149,D2026057816,4,"Driver was okay, would recommend.",51:06.0
F01021150,D2026057819,4,,24:53.8
F01021151,D2026057821,5,"Smooth delivery, will use again. Smooth lah, thanks.",24:48.3
F01021152,D2026057822,5,"Driver called ahead, super helpful.",16:34.2
F01021153,D2026057825,5,"Great experience, no complaints.",01:27.4
F01021154,D2026057828,1,This is unacceptable.,02:26.0
F01021155,D2026057830,4,,28:22.9
F01021156,D2026057832,4,"Driver was okay, would recommend.",55:44.4
F01021157,D2026057837,4,"Reasonable speed, package was fine.",38:37.3
F01021158,D2026057840,5,Driver was very friendly and on time.,58:15.9
F01021159,D2026057845,5,"Driver called ahead, super helpful.",38:00.5
F01021160,D2026057846,4,"Came within the window, all good.",05:28.2
F01021161,D2026057847,5,"Smooth delivery, will use again.",49:09.0
F01021162,D2026057849,5,,27:18.3
F01021163,D2026057850,5,"Excellent service, package arrived in perfect condition.",53:08.2
F01021164,D2026057852,5,Driver was very friendly and on time.,02:44.6
F01021165,D2026057863,5,,08:22.6
F01021166,D2026057867,4,"Came within the window, all good.",35:11.4
F01021167,D2026057869,4,"Driver was okay, would recommend.",58:49.8
F01021168,D2026057874,4,,34:37.5
F01021169,D2026057875,5,"On time as always, thanks!",14:45.9
F01021170,D2026057887,4,,08:01.8
F01021171,D2026057891,4,Good service overall.,52:39.2
F01021172,D2026057892,4,,23:07.8
F01021173,D2026057895,2,Why is it so slow these days? Promised window was completely missed. Item was broken when it arrived.,16:39.6
F01021174,D2026057896,5,"Delivered ahead of schedule, very impressed.",59:42.2
F01021175,D2026057897,3,,26:58.9
F01021176,D2026057902,5,"Smooth delivery, will use again.",47:22.0
F01021177,D2026057903,4,,14:23.3
F01021178,D2026057906,3,Driver could be more friendly.,32:37.7
F01021179,D2026057911,,Polite and professional driver.,08:54.0
F01021180,D2026057914,2,Not happy with how long this took.,37:49.6
F01021181,D2026057915,4,"Came within the window, all good.",18:08.8
F01021182,D2026057916,4,"Reasonable speed, package was fine.",39:59.0
F01021183,D2026057917,4,"Came within the window, all good.",37:39.5
F01021184,D2026057919,4,No problems with the delivery.,06:24.3
F01021185,D2026057923,5,"Great experience, no complaints.",44:25.3
F01021186,D2026057926,5,,56:22.6
F01021187,D2026057927,5,Polite and professional driver.,31:39.8
F01021188,D2026057928,4,,12:24.6
F01021189,D2026057930,5,"Excellent service, package arrived in perfect condition.",44:28.5
F01021190,D2026057932,4,"Came within the window, all good.",24:34.9
F01021191,D2026057934,2,"Delivery was late, no update from the driver.",23:58.3
F01021192,D2026057935,4,,16:56.5
F01021193,D2026057936,3,,13:01.9
F01021194,D2026057938,5,"Smooth delivery, will use again.",01:01.1
F01021195,D2026057941,5,Driver was very friendly and on time.,11:37.8
F01021196,D2026057945,5,Driver was very friendly and on time.,06:11.2
F01021197,D2026057951,5,Polite and professional driver.,46:19.2
F01021198,D2026057952,4,,35:03.9
F01021199,D2026057954,4,Good service overall.,07:59.9
F01021200,D2026057957,5,"Excellent service, package arrived in perfect condition.",08:07.4
F01021201,D2026057961,5,"Smooth delivery, will use again.",17:26.6
F01021202,D2026057964,3,,16:22.1
F01021203,D2026057967,5,Polite and professional driver.,31:08.2
F01021204,D2026057971,4,,49:01.7
F01021205,D2026057972,5,"Great experience, no complaints.",49:20.3
F01021206,D2026057976,5,"Great experience, no complaints.",34:27.1
F01021207,D2026057978,5,,44:01.9
F01021208,D2026057983,5,"Smooth delivery, will use again.",07:07.0
F01021209,D2026057985,5,"Smooth delivery, will use again.",26:19.0
F01021210,D2026057986,3,,25:59.9
F01021211,D2026057990,3,,44:35.6
F01021212,D2026057994,4,"Reasonable speed, package was fine.",02:03.7
F01021213,D2026057997,5,,14:47.9
F01021214,D2026058012,3,Driver could be more friendly.,02:21.6
F01021215,D2026058016,3,Average experience.,02:49.8
F01021216,D2026058018,5,Driver was very friendly and on time.,41:58.0
F01021217,D2026058020,5,,30:42.2
F01021218,D2026058022,5,"Driver was very friendly and on time. Smooth lah, thanks.",48:53.3
F01021219,D2026058024,4,,45:09.9
F01021220,D2026058025,4,"Delivery was on time, no issues.",27:47.3
F01021221,D2026058030,4,"Delivery was on time, no issues.",57:52.2
F01021222,D2026058039,5,"Excellent service, package arrived in perfect condition.",16:40.1
F01021223,D2026058040,5,"Great experience, no complaints.",03:29.7
F01021224,D2026058045,5,"On time as always, thanks! Fast fast, shiok.",33:20.4
F01021225,D2026058047,5,"Great experience, no complaints.",51:35.6
F01021226,D2026058048,5,,06:21.1
F01021227,D2026058050,1,Very disappointed with the service. Very late and no notification at all.,52:39.8
F01021228,D2026058053,5,,32:11.1
F01021229,D2026058055,,No problems with the delivery.,41:59.1
F01021230,D2026058057,5,"On time as always, thanks!",53:28.3
F01021231,D2026058059,5,"Great experience, no complaints.",27:48.5
F01021232,D2026058065,5,"Driver was very friendly and on time. Fast fast, shiok.",35:18.3
F01021233,D2026058068,5,Polite and professional driver.,08:03.9
F01021234,D2026058069,5,"Great experience, no complaints. Smooth lah, thanks.",21:34.1
F01021235,D2026058074,4,No problems with the delivery.,36:19.1
F01021236,D2026058075,4,,55:02.4
F01021237,D2026058078,5,"Driver called ahead, super helpful.",45:47.2
F01021238,D2026058080,1,"Terrible experience, will not use again. The driver came hours after the promised time. Driver damn rude lah.",18:13.0
F01021239,D2026058081,4,,19:39.3
F01021240,D2026058082,,No problems with the delivery.,30:30.2
F01021241,D2026058084,4,"Delivery was on time, no issues.",52:13.8
F01021242,D2026058086,5,"Driver called ahead, super helpful.",27:08.7
F01021243,D2026058087,4,"Driver was okay, would recommend.",27:43.7
F01021244,D2026058091,5,"On time as always, thanks!",46:12.9
F01021245,D2026058092,4,Good service overall.,56:30.3
F01021246,D2026058093,5,"Excellent service, package arrived in perfect condition.",05:41.5
F01021247,D2026058094,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",47:17.1
F01021248,D2026058097,5,Driver was very friendly and on time.,40:31.2
F01021249,D2026058100,4,,06:43.5
F01021250,D2026058106,1,Very disappointed with the service. Very late and no notification at all. Driver damn rude lah.,58:55.2
F01021251,D2026058108,4,"Reasonable speed, package was fine.",18:20.4
F01021252,D2026058109,4,No problems with the delivery. ï¿,09:28.5
F01021253,D2026058111,5,"On time as always, thanks!",23:58.5
F01021254,D2026058112,5,"Driver called ahead, super helpful.",26:36.1
F01021255,D2026058116,4,"Driver was okay, would recommend.",00:05.2
F01021256,D2026058118,5,Driver was very friendly and on time.,04:09.8
F01021257,D2026058119,2,Why is it so slow these days? Very late and no notification at all. Item was broken when it arrived.,03:04.3
F01021258,D2026058124,5,,18:17.2
F01021259,D2026058127,5,"Excellent service, package arrived in perfect condition.",43:41.3
F01021260,D2026058128,5,,01:51.9
F01021261,D2026058129,4,"Delivery was on time, no issues.",25:18.4
F01021262,D2026058130,5,"Delivered ahead of schedule, very impressed.",27:49.4
F01021263,D2026058131,5,Driver was very friendly and on time.,14:43.1
F01021264,D2026058132,5,Driver was very friendly and on time.,13:08.8
F01021265,D2026058133,4,Good service overall.,24:59.9
F01021266,D2026058134,5,"Driver was very friendly and on time. Smooth lah, thanks. ï¿½ï¿½ï¿",18:03.2
F01021267,D2026058135,4,,15:01.5
F01021268,D2026058137,5,"Delivered ahead of schedule, very impressed.",54:52.1
F01021269,D2026058140,5,"Driver called ahead, super helpful. Driver very polite, can!",17:55.2
F01021270,D2026058141,4,,11:44.7
F01021271,D2026058142,2,Package looked roughly handled. The driver came hours after the promised time.,41:22.1
F01021272,D2026058143,4,Good service overall.,04:08.6
F01021273,D2026058146,3,"Nothing special, nothing terrible.",27:50.2
F01021274,D2026058150,5,"Great experience, no complaints.",45:12.1
F01021275,D2026058157,5,"On time as always, thanks!",07:26.5
F01021276,D2026058161,5,"On time as always, thanks! Driver very polite, can! ï¿½ï¿½ï¿",36:40.0
F01021277,D2026058163,5,"Smooth delivery, will use again.",27:42.6
F01021278,D2026058167,5,,35:23.8
F01021279,D2026058171,5,,25:41.6
F01021280,D2026058174,5,"Delivered ahead of schedule, very impressed. Smooth lah, thanks.",57:49.2
F01021281,D2026058178,4,,34:24.7
F01021282,D2026058181,5,"Delivered ahead of schedule, very impressed.",10:37.2
F01021283,D2026058182,5,"On time as always, thanks!",05:30.1
F01021284,D2026058183,1,,06:12.0
F01021285,D2026058188,5,,34:42.1
F01021286,D2026058190,3,Average experience.,04:21.6
F01021287,D2026058199,5,"Excellent service, package arrived in perfect condition.",32:43.0
F01021288,D2026058202,2,Driver was rude on arrival.,42:47.5
F01021289,D2026058208,5,,25:09.9
F01021290,D2026058209,5,"Great experience, no complaints.",44:58.9
F01021291,D2026058212,5,,07:40.1
F01021292,D2026058214,1,,21:53.0
F01021293,D2026058221,5,"Great experience, no complaints.",47:19.8
F01021294,D2026058222,5,Driver was very friendly and on time.,50:18.2
F01021295,D2026058223,4,,42:02.4
F01021296,D2026058225,,"Polite and professional driver. Fast fast, shiok.",05:27.2
F01021297,D2026058227,5,"Driver was very friendly and on time. Smooth lah, thanks.",07:46.4
F01021298,D2026058228,,"Driver called ahead, super helpful.",45:19.8
F01021299,D2026058229,5,Driver was very friendly and on time.,07:27.1
F01021300,D2026058230,5,"On time as always, thanks!",38:57.9
F01021301,D2026058232,5,"Driver was very friendly and on time. Driver very polite, can!",26:39.5
F01021302,D2026058234,2,Package looked roughly handled. Refrigerated parcel was not kept cold. Why so slow ah?,04:01.5
F01021303,D2026058235,4,"Came within the window, all good.",06:20.6
F01021304,D2026058238,2,Package looked roughly handled.,24:20.6
F01021305,D2026058240,5,,00:26.5
F01021306,D2026058241,5,"Delivered ahead of schedule, very impressed.",04:36.2
F01021307,D2026058243,5,Polite and professional driver.,20:37.7
F01021308,D2026058245,5,"Great experience, no complaints.",15:54.4
F01021309,D2026058250,4,No problems with the delivery.,40:06.2
F01021310,D2026058251,3,,12:40.2
F01021311,D2026058253,4,"Delivery was on time, no issues.",58:17.6
F01021312,D2026058258,4,,10:21.0
F01021313,D2026058259,4,No problems with the delivery.,46:51.3
F01021314,D2026058264,4,No problems with the delivery.,48:16.8
F01021315,D2026058270,5,,28:58.5
F01021316,D2026058274,3,Took a bit longer than expected but arrived.,11:43.0
F01021317,D2026058275,3,,36:29.6
F01021318,D2026058277,5,"Driver called ahead, super helpful.",04:35.0
F01021319,D2026058278,4,No problems with the delivery.,08:40.0
F01021320,D2026058283,4,"Reasonable speed, package was fine.",17:42.2
F01021321,D2026058284,5,"On time as always, thanks!",36:22.1
F01021322,D2026058285,5,"Excellent service, package arrived in perfect condition.",46:08.0
F01021323,D2026058294,4,,34:55.9
F01021324,D2026058295,5,"Great experience, no complaints.",15:29.1
F01021325,D2026058297,5,"Driver called ahead, super helpful.",48:45.4
F01021326,D2026058299,5,Driver was very friendly and on time.,16:47.1
F01021327,D2026058301,5,,17:47.8
F01021328,D2026058302,4,"Delivery was on time, no issues.",18:31.4
F01021329,D2026058304,5,,35:44.4
F01021330,D2026058306,4,"Driver was okay, would recommend.",20:02.2
F01021331,D2026058309,5,"Excellent service, package arrived in perfect condition.",07:34.5
F01021332,D2026058312,5,Driver was very friendly and on time.,57:57.5
F01021333,D2026058316,5,"Delivered ahead of schedule, very impressed.",48:20.7
F01021334,D2026058318,4,No problems with the delivery.,38:07.2
F01021335,D2026058319,1,,05:31.2
F01021336,D2026058327,4,"Reasonable speed, package was fine.",28:01.9
F01021337,D2026058329,4,"Driver was okay, would recommend.",45:12.2
F01021338,D2026058336,3,,09:52.0
F01021339,D2026058339,4,No problems with the delivery.,05:56.7
F01021340,D2026058340,5,Polite and professional driver.,40:54.3
F01021341,D2026058345,5,Driver was very friendly and on time.,18:09.0
F01021342,D2026058346,,"Delivery was on time, no issues.",29:55.0
F01021343,D2026058349,4,,35:20.6
F01021344,D2026058353,4,No problems with the delivery.,18:00.9
F01021345,D2026058356,5,"Excellent service, package arrived in perfect condition.",08:33.8
F01021346,D2026058357,4,"Delivery was on time, no issues.",27:34.6
F01021347,D2026058361,4,"Reasonable speed, package was fine.",06:05.1
F01021348,D2026058362,4,"Reasonable speed, package was fine.",46:56.9
F01021349,D2026058363,5,"Smooth delivery, will use again.",08:20.5
F01021350,D2026058364,5,"Excellent service, package arrived in perfect condition.",16:37.8
F01021351,D2026058365,5,,30:42.7
F01021352,D2026058369,4,Good service overall.,38:16.7
F01021353,D2026058374,5,"Delivered ahead of schedule, very impressed.",01:28.7
F01021354,D2026058376,4,,02:35.5
F01021355,D2026058377,4,,06:28.4
F01021356,D2026058383,5,"Excellent service, package arrived in perfect condition. ï¿",24:59.1
F01021357,D2026058386,5,"Excellent service, package arrived in perfect condition.",44:47.6
F01021358,D2026058388,4,,02:50.9
F01021359,D2026058392,4,"Delivery was on time, no issues.",55:37.8
F01021360,D2026058393,4,"Delivery was on time, no issues.",22:17.5
F01021361,D2026058397,,"Delivery was on time, no issues.",31:12.9
F01021362,D2026058403,5,,55:22.1
F01021363,D2026058406,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",24:21.8
F01021364,D2026058408,1,,59:37.7
F01021365,D2026058410,5,"Great experience, no complaints.",37:17.1
F01021366,D2026058411,5,"Great experience, no complaints.",20:20.3
F01021367,D2026058412,5,"Driver was very friendly and on time. Fast fast, shiok.",38:43.5
F01021368,D2026058414,5,"Driver called ahead, super helpful.",15:50.7
F01021369,D2026058417,4,"Reasonable speed, package was fine.",01:37.1
F01021370,D2026058420,5,"Excellent service, package arrived in perfect condition.",25:31.8
F01021371,D2026058423,4,"Came within the window, all good.",10:43.0
F01021372,D2026058425,1,Driver was extremely unprofessional. Driver struggled to carry the large box.,11:30.5
F01021373,D2026058427,4,"Reasonable speed, package was fine.",27:42.1
F01021374,D2026058428,5,"Delivered ahead of schedule, very impressed. Smooth lah, thanks.",29:45.8
F01021375,D2026058429,5,"On time as always, thanks!",48:45.9
F01021376,D2026058431,3,Driver could be more friendly.,48:19.3
F01021377,D2026058435,4,,50:37.6
F01021378,D2026058436,3,,27:41.8
F01021379,D2026058438,5,"Driver called ahead, super helpful.",11:23.3
F01021380,D2026058439,3,Took a bit longer than expected but arrived.,23:10.5
F01021381,D2026058442,4,No problems with the delivery.,32:27.3
F01021382,D2026058443,5,Driver was very friendly and on time.,49:04.3
F01021383,D2026058446,3,Average experience.,58:14.3
F01021384,D2026058447,4,No problems with the delivery.,01:32.7
F01021385,D2026058451,2,Why is it so slow these days? Very late and no notification at all.,52:24.4
F01021386,D2026058452,5,,33:17.5
F01021387,D2026058455,5,Polite and professional driver.,18:04.6
F01021388,D2026058458,4,"Delivery was on time, no issues.",57:38.7
F01021389,D2026058462,5,"On time as always, thanks!",19:29.8
F01021390,D2026058463,5,"Delivered ahead of schedule, very impressed.",28:11.9
F01021391,D2026058465,4,"Came within the window, all good.",18:14.4
F01021392,D2026058466,5,"On time as always, thanks!",15:13.3
F01021393,D2026058467,5,"Driver called ahead, super helpful.",34:37.0
F01021394,D2026058469,5,"On time as always, thanks!",09:30.2
F01021395,D2026058470,1,This is unacceptable. Promised window was completely missed. Cold-chain item arrived warm. Why so slow ah?,40:38.6
F01021396,D2026058476,4,"Delivery was on time, no issues.",01:02.8
F01021397,D2026058477,4,"Reasonable speed, package was fine.",13:21.5
F01021398,D2026058484,4,,39:20.0
F01021399,D2026058485,5,,26:00.7
F01021400,D2026058492,4,,23:31.6
F01021401,D2026058493,5,"Driver called ahead, super helpful.",32:12.4
F01021402,D2026058499,4,,06:54.6
F01021403,D2026058502,2,"Not happy with how long this took. Late again, this is becoming a pattern.",14:23.7
F01021404,D2026058506,5,"Excellent service, package arrived in perfect condition.",56:25.7
F01021405,D2026058508,2,Communication was poor.,55:40.6
F01021406,D2026058509,5,Polite and professional driver.,10:57.3
F01021407,D2026058512,5,Driver was very friendly and on time.,57:04.5
F01021408,D2026058514,4,Good service overall.,15:14.9
F01021409,D2026058515,5,"Great experience, no complaints.",05:59.6
F01021410,D2026058522,4,No problems with the delivery.,05:05.5
F01021411,D2026058523,4,"Reasonable speed, package was fine.",03:33.3
F01021412,D2026058528,4,,01:40.2
F01021413,D2026058532,,"Delivery was on time, no issues.",51:01.3
F01021414,D2026058533,5,Polite and professional driver.,22:28.0
F01021415,D2026058534,5,"Great experience, no complaints.",32:34.4
F01021416,D2026058538,5,"Great experience, no complaints.",19:01.8
F01021417,D2026058539,5,,40:03.3
F01021418,D2026058540,3,Took a bit longer than expected but arrived.,48:44.9
F01021419,D2026058548,5,"Delivered ahead of schedule, very impressed.",47:10.8
F01021420,D2026058552,4,"Driver was okay, would recommend.",09:54.0
F01021421,D2026058557,1,,23:27.6
F01021422,D2026058560,5,"On time as always, thanks!",36:44.4
F01021423,D2026058561,5,"Driver called ahead, super helpful.",41:12.0
F01021424,D2026058562,5,"Great experience, no complaints.",54:05.7
F01021425,D2026058563,4,"Delivery was on time, no issues.",16:19.2
F01021426,D2026058564,,"Driver called ahead, super helpful.",16:55.0
F01021427,D2026058570,4,"Delivery was on time, no issues.",13:30.8
F01021428,D2026058575,5,,01:56.4
F01021429,D2026058577,5,Polite and professional driver.,18:47.4
F01021430,D2026058580,4,"Driver was okay, would recommend.",31:21.5
F01021431,D2026058581,5,"Great experience, no complaints. Driver very polite, can!",58:09.3
F01021432,D2026058584,5,"Delivered ahead of schedule, very impressed.",35:40.6
F01021433,D2026058585,4,"Came within the window, all good.",58:26.3
F01021434,D2026058589,5,Polite and professional driver. ï¿½ï¿½ï,44:25.8
F01021435,D2026058590,5,"On time as always, thanks!",02:53.3
F01021436,D2026058591,5,"Excellent service, package arrived in perfect condition.",36:06.4
F01021437,D2026058592,5,"Excellent service, package arrived in perfect condition.",48:52.7
F01021438,D2026058593,4,No problems with the delivery.,26:02.9
F01021439,D2026058596,5,"Great experience, no complaints.",07:58.3
F01021440,D2026058600,5,"Driver called ahead, super helpful.",59:55.3
F01021441,D2026058602,5,Polite and professional driver.,25:50.4
F01021442,D2026058606,4,"Came within the window, all good.",51:07.6
F01021443,D2026058609,5,"Great experience, no complaints.",55:38.6
F01021444,D2026058616,4,No problems with the delivery.,53:56.9
F01021445,D2026058618,4,"Came within the window, all good.",19:08.2
F01021446,D2026058620,5,"Smooth delivery, will use again.",34:57.6
F01021447,D2026058622,4,,21:34.2
F01021448,D2026058623,,"Excellent service, package arrived in perfect condition.",07:38.0
F01021449,D2026058625,4,,35:57.2
F01021450,D2026058627,5,Driver was very friendly and on time.,29:58.2
F01021451,D2026058628,5,"On time as always, thanks! ï¿½ï¿½ï",38:20.0
F01021452,D2026058629,5,"On time as always, thanks!",37:19.1
F01021453,D2026058632,3,Average experience.,51:53.9
F01021454,D2026058637,5,"Excellent service, package arrived in perfect condition.",09:34.4
F01021455,D2026058643,5,,16:16.5
F01021456,D2026058648,5,,36:57.1
F01021457,D2026058649,5,"On time as always, thanks!",32:19.7
F01021458,D2026058650,5,,42:13.4
F01021459,D2026058657,2,"Package looked roughly handled. Late again, this is becoming a pattern. ï¿½ï¿½ï¿",22:30.6
F01021460,D2026058658,4,Good service overall.,01:25.1
F01021461,D2026058659,5,"Delivered ahead of schedule, very impressed.",49:21.8
F01021462,D2026058661,4,"Delivery was on time, no issues.",26:34.6
F01021463,D2026058663,5,"Driver was very friendly and on time. Fast fast, shiok.",21:59.2
F01021464,D2026058666,5,"Great experience, no complaints.",47:46.8
F01021465,D2026058669,5,"Great experience, no complaints.",54:06.9
F01021466,D2026058673,2,Package looked roughly handled. Where got such service one?,23:24.9
F01021467,D2026058679,5,"Excellent service, package arrived in perfect condition.",01:48.5
F01021468,D2026058680,4,,14:57.9
F01021469,D2026058682,5,"Excellent service, package arrived in perfect condition.",08:04.5
F01021470,D2026058683,4,"Came within the window, all good.",54:42.6
F01021471,D2026058686,4,No problems with the delivery.,49:29.9
F01021472,D2026058694,5,"On time as always, thanks!",09:07.6
F01021473,D2026058695,4,,05:46.1
F01021474,D2026058696,3,,44:02.9
F01021475,D2026058697,5,,23:26.3
F01021476,D2026058700,5,"On time as always, thanks!",02:35.7
F01021477,D2026058701,5,"Driver called ahead, super helpful. Fast fast, shiok.",06:41.1
F01021478,D2026058702,5,"Polite and professional driver. Fast fast, shiok.",08:15.3
F01021479,D2026058706,5,"Driver called ahead, super helpful.",05:48.3
F01021480,D2026058707,4,"Delivery was on time, no issues.",09:20.8
F01021481,D2026058708,,,22:22.2
F01021482,D2026058709,5,"Delivered ahead of schedule, very impressed.",47:02.6
F01021483,D2026058710,4,,03:11.2
F01021484,D2026058712,5,"Driver called ahead, super helpful.",57:11.3
F01021485,D2026058713,5,Polite and professional driver.,41:46.8
F01021486,D2026058719,5,"Delivered ahead of schedule, very impressed.",49:29.3
F01021487,D2026058724,5,"On time as always, thanks!",40:22.4
F01021488,D2026058730,5,Polite and professional driver.,01:07.2
F01021489,D2026058735,5,"On time as always, thanks! Driver very polite, can!",46:39.8
F01021490,D2026058737,1,Driver was extremely unprofessional.,25:46.6
F01021491,D2026058745,5,"Driver called ahead, super helpful. Driver very polite, can!",33:11.3
F01021492,D2026058746,5,Polite and professional driver.,26:01.6
F01021493,D2026058748,4,,39:31.5
F01021494,D2026058749,2,Communication was poor.,37:52.3
F01021495,D2026058750,4,Good service overall.,58:22.7
F01021496,D2026058752,5,"Great experience, no complaints.",13:28.6
F01021497,D2026058755,4,"Driver was okay, would recommend.",49:12.3
F01021498,D2026058758,4,"Reasonable speed, package was fine.",11:12.6
F01021499,D2026058760,4,"Delivery was on time, no issues.",23:06.8
